#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.1000D+02   0.1000D+02
#    number density nb   [cm^-3]:   0.1000D+26   0.5000D+25  0.5000D+25
#    mass array mb         [amu]:   0.5486D-03   0.2015D+01  0.3022D+01
#    mass array mb         [keV]:   0.5110D+03   0.1877D+07  0.2815D+07
#    charge array zb            :  -0.1000D+01   0.1000D+01  0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.2000D+01
#    mass   [amu]:   0.4029D+01
#    mass   [keV]:   0.3753D+07
#    energy [keV]:   0.1000D+01
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+26  0.1000D+02  0.1000D+02  0.6126D-03  0.4332D-03  0.5217D-01  0.5854D-03
# ab  =  0.1362D-04  0.5000D-01  0.7500D-01
# etab=  0.1999D+02  0.1999D+02  0.1999D+02
    0.10000D+26
    0.10000D+02
    0.10000D+02
      1001
#
#  iu  ep[keV]     a_tot       a_i         a_e         ac_tot      ac_i        ac_e        aq_tot      aq_i        aq_e
    0  0.1000E-06 -0.2617E+04 -0.2587E+04 -0.2960E+02 -0.2630E+04 -0.2589E+04 -0.4176E+02  0.1375E+02  0.1588E+01  0.1216E+02
    1  0.3500E+01 -0.2778E+00 -0.2738E+00 -0.3926E-02 -0.2795E+00 -0.2740E+00 -0.5502E-02  0.1767E-02  0.1907E-03  0.1576E-02
    2  0.7000E+01 -0.1015E+00 -0.9949E-01 -0.1988E-02 -0.1023E+00 -0.9957E-01 -0.2763E-02  0.8600E-03  0.8460E-04  0.7754E-03
    3  0.1050E+02 -0.2099E-01 -0.2004E-01 -0.9586E-03 -0.2138E-01 -0.2007E-01 -0.1315E-02  0.3875E-03  0.3144E-04  0.3561E-03
    4  0.1400E+02  0.2734E-01  0.2758E-01 -0.2384E-03  0.2728E-01  0.2758E-01 -0.3069E-03  0.6563E-04 -0.2835E-05  0.6847E-04
  598  0.2093E+04  0.3478E-01  0.4519E-02  0.3026E-01  0.4645E-01  0.4703E-02  0.4175E-01 -0.1167E-01 -0.1841E-03 -0.1149E-01
  599  0.2097E+04  0.3480E-01  0.4512E-02  0.3029E-01  0.4648E-01  0.4696E-02  0.4178E-01 -0.1168E-01 -0.1840E-03 -0.1150E-01
  600  0.2100E+04  0.3482E-01  0.4505E-02  0.3031E-01  0.4651E-01  0.4689E-02  0.4182E-01 -0.1169E-01 -0.1839E-03 -0.1151E-01
  601  0.2104E+04  0.3484E-01  0.4498E-02  0.3034E-01  0.4653E-01  0.4682E-02  0.4185E-01 -0.1170E-01 -0.1839E-03 -0.1152E-01
  602  0.2107E+04  0.3485E-01  0.4491E-02  0.3036E-01  0.4656E-01  0.4675E-02  0.4189E-01 -0.1171E-01 -0.1838E-03 -0.1152E-01
  603  0.2111E+04  0.3487E-01  0.4484E-02  0.3039E-01  0.4659E-01  0.4668E-02  0.4192E-01 -0.1172E-01 -0.1837E-03 -0.1153E-01
  604  0.2114E+04  0.3489E-01  0.4477E-02  0.3041E-01  0.4662E-01  0.4661E-02  0.4196E-01 -0.1173E-01 -0.1836E-03 -0.1154E-01
  605  0.2118E+04  0.3491E-01  0.4470E-02  0.3044E-01  0.4664E-01  0.4654E-02  0.4199E-01 -0.1174E-01 -0.1836E-03 -0.1155E-01
  606  0.2121E+04  0.3492E-01  0.4463E-02  0.3046E-01  0.4667E-01  0.4647E-02  0.4202E-01 -0.1175E-01 -0.1835E-03 -0.1156E-01
  607  0.2125E+04  0.3494E-01  0.4456E-02  0.3049E-01  0.4670E-01  0.4640E-02  0.4206E-01 -0.1176E-01 -0.1834E-03 -0.1157E-01
  608  0.2128E+04  0.3496E-01  0.4449E-02  0.3051E-01  0.4673E-01  0.4633E-02  0.4209E-01 -0.1176E-01 -0.1833E-03 -0.1158E-01
  609  0.2132E+04  0.3498E-01  0.4443E-02  0.3054E-01  0.4675E-01  0.4626E-02  0.4213E-01 -0.1177E-01 -0.1832E-03 -0.1159E-01
  610  0.2135E+04  0.3500E-01  0.4436E-02  0.3056E-01  0.4678E-01  0.4619E-02  0.4216E-01 -0.1178E-01 -0.1832E-03 -0.1160E-01
  611  0.2139E+04  0.3501E-01  0.4429E-02  0.3059E-01  0.4681E-01  0.4612E-02  0.4219E-01 -0.1179E-01 -0.1831E-03 -0.1161E-01
  612  0.2142E+04  0.3503E-01  0.4422E-02  0.3061E-01  0.4683E-01  0.4605E-02  0.4223E-01 -0.1180E-01 -0.1830E-03 -0.1162E-01
  613  0.2146E+04  0.3505E-01  0.4415E-02  0.3063E-01  0.4686E-01  0.4598E-02  0.4226E-01 -0.1181E-01 -0.1829E-03 -0.1163E-01
  614  0.2149E+04  0.3507E-01  0.4409E-02  0.3066E-01  0.4689E-01  0.4592E-02  0.4230E-01 -0.1182E-01 -0.1829E-03 -0.1164E-01
  615  0.2153E+04  0.3509E-01  0.4402E-02  0.3068E-01  0.4692E-01  0.4585E-02  0.4233E-01 -0.1183E-01 -0.1828E-03 -0.1165E-01
  616  0.2156E+04  0.3510E-01  0.4395E-02  0.3071E-01  0.4694E-01  0.4578E-02  0.4236E-01 -0.1184E-01 -0.1827E-03 -0.1166E-01
  617  0.2160E+04  0.3512E-01  0.4389E-02  0.3073E-01  0.4697E-01  0.4571E-02  0.4240E-01 -0.1185E-01 -0.1826E-03 -0.1167E-01
  618  0.2163E+04  0.3514E-01  0.4382E-02  0.3076E-01  0.4700E-01  0.4564E-02  0.4243E-01 -0.1186E-01 -0.1825E-03 -0.1167E-01
  619  0.2167E+04  0.3516E-01  0.4375E-02  0.3078E-01  0.4702E-01  0.4558E-02  0.4247E-01 -0.1187E-01 -0.1825E-03 -0.1168E-01
  620  0.2170E+04  0.3518E-01  0.4369E-02  0.3081E-01  0.4705E-01  0.4551E-02  0.4250E-01 -0.1188E-01 -0.1824E-03 -0.1169E-01
  621  0.2174E+04  0.3519E-01  0.4362E-02  0.3083E-01  0.4708E-01  0.4544E-02  0.4253E-01 -0.1188E-01 -0.1823E-03 -0.1170E-01
  622  0.2177E+04  0.3521E-01  0.4355E-02  0.3086E-01  0.4710E-01  0.4538E-02  0.4257E-01 -0.1189E-01 -0.1822E-03 -0.1171E-01
  623  0.2181E+04  0.3523E-01  0.4349E-02  0.3088E-01  0.4713E-01  0.4531E-02  0.4260E-01 -0.1190E-01 -0.1822E-03 -0.1172E-01
  624  0.2184E+04  0.3525E-01  0.4342E-02  0.3090E-01  0.4716E-01  0.4524E-02  0.4263E-01 -0.1191E-01 -0.1821E-03 -0.1173E-01
  625  0.2188E+04  0.3526E-01  0.4336E-02  0.3093E-01  0.4719E-01  0.4518E-02  0.4267E-01 -0.1192E-01 -0.1820E-03 -0.1174E-01
  626  0.2191E+04  0.3528E-01  0.4329E-02  0.3095E-01  0.4721E-01  0.4511E-02  0.4270E-01 -0.1193E-01 -0.1819E-03 -0.1175E-01
  627  0.2195E+04  0.3530E-01  0.4323E-02  0.3098E-01  0.4724E-01  0.4505E-02  0.4274E-01 -0.1194E-01 -0.1818E-03 -0.1176E-01
  628  0.2198E+04  0.3532E-01  0.4316E-02  0.3100E-01  0.4727E-01  0.4498E-02  0.4277E-01 -0.1195E-01 -0.1818E-03 -0.1177E-01
  629  0.2202E+04  0.3534E-01  0.4310E-02  0.3103E-01  0.4729E-01  0.4492E-02  0.4280E-01 -0.1196E-01 -0.1817E-03 -0.1178E-01
  630  0.2205E+04  0.3535E-01  0.4304E-02  0.3105E-01  0.4732E-01  0.4485E-02  0.4284E-01 -0.1197E-01 -0.1816E-03 -0.1179E-01
  631  0.2209E+04  0.3537E-01  0.4297E-02  0.3107E-01  0.4735E-01  0.4479E-02  0.4287E-01 -0.1198E-01 -0.1815E-03 -0.1179E-01
  632  0.2212E+04  0.3539E-01  0.4291E-02  0.3110E-01  0.4737E-01  0.4472E-02  0.4290E-01 -0.1199E-01 -0.1815E-03 -0.1180E-01
  633  0.2216E+04  0.3541E-01  0.4284E-02  0.3112E-01  0.4740E-01  0.4466E-02  0.4294E-01 -0.1199E-01 -0.1814E-03 -0.1181E-01
  634  0.2219E+04  0.3542E-01  0.4278E-02  0.3115E-01  0.4743E-01  0.4459E-02  0.4297E-01 -0.1200E-01 -0.1813E-03 -0.1182E-01
  635  0.2223E+04  0.3544E-01  0.4272E-02  0.3117E-01  0.4746E-01  0.4453E-02  0.4300E-01 -0.1201E-01 -0.1812E-03 -0.1183E-01
  636  0.2226E+04  0.3546E-01  0.4265E-02  0.3120E-01  0.4748E-01  0.4447E-02  0.4304E-01 -0.1202E-01 -0.1812E-03 -0.1184E-01
  637  0.2230E+04  0.3548E-01  0.4259E-02  0.3122E-01  0.4751E-01  0.4440E-02  0.4307E-01 -0.1203E-01 -0.1811E-03 -0.1185E-01
  638  0.2233E+04  0.3550E-01  0.4253E-02  0.3124E-01  0.4754E-01  0.4434E-02  0.4310E-01 -0.1204E-01 -0.1810E-03 -0.1186E-01
  639  0.2237E+04  0.3551E-01  0.4247E-02  0.3127E-01  0.4756E-01  0.4428E-02  0.4314E-01 -0.1205E-01 -0.1809E-03 -0.1187E-01
  640  0.2240E+04  0.3553E-01  0.4240E-02  0.3129E-01  0.4759E-01  0.4421E-02  0.4317E-01 -0.1206E-01 -0.1808E-03 -0.1188E-01
  641  0.2244E+04  0.3555E-01  0.4234E-02  0.3132E-01  0.4762E-01  0.4415E-02  0.4320E-01 -0.1207E-01 -0.1808E-03 -0.1189E-01
  642  0.2247E+04  0.3557E-01  0.4228E-02  0.3134E-01  0.4764E-01  0.4409E-02  0.4324E-01 -0.1208E-01 -0.1807E-03 -0.1190E-01
  643  0.2251E+04  0.3559E-01  0.4222E-02  0.3136E-01  0.4767E-01  0.4403E-02  0.4327E-01 -0.1209E-01 -0.1806E-03 -0.1190E-01
  644  0.2254E+04  0.3560E-01  0.4216E-02  0.3139E-01  0.4770E-01  0.4396E-02  0.4330E-01 -0.1209E-01 -0.1805E-03 -0.1191E-01
  645  0.2258E+04  0.3562E-01  0.4210E-02  0.3141E-01  0.4772E-01  0.4390E-02  0.4333E-01 -0.1210E-01 -0.1805E-03 -0.1192E-01
  646  0.2261E+04  0.3564E-01  0.4204E-02  0.3144E-01  0.4775E-01  0.4384E-02  0.4337E-01 -0.1211E-01 -0.1804E-03 -0.1193E-01
  647  0.2265E+04  0.3566E-01  0.4197E-02  0.3146E-01  0.4778E-01  0.4378E-02  0.4340E-01 -0.1212E-01 -0.1803E-03 -0.1194E-01
  648  0.2268E+04  0.3567E-01  0.4191E-02  0.3148E-01  0.4780E-01  0.4372E-02  0.4343E-01 -0.1213E-01 -0.1802E-03 -0.1195E-01
  649  0.2272E+04  0.3569E-01  0.4185E-02  0.3151E-01  0.4783E-01  0.4365E-02  0.4347E-01 -0.1214E-01 -0.1802E-03 -0.1196E-01
  650  0.2275E+04  0.3571E-01  0.4179E-02  0.3153E-01  0.4786E-01  0.4359E-02  0.4350E-01 -0.1215E-01 -0.1801E-03 -0.1197E-01
  651  0.2279E+04  0.3573E-01  0.4173E-02  0.3155E-01  0.4789E-01  0.4353E-02  0.4353E-01 -0.1216E-01 -0.1800E-03 -0.1198E-01
  652  0.2282E+04  0.3575E-01  0.4167E-02  0.3158E-01  0.4791E-01  0.4347E-02  0.4356E-01 -0.1217E-01 -0.1799E-03 -0.1199E-01
  653  0.2286E+04  0.3576E-01  0.4161E-02  0.3160E-01  0.4794E-01  0.4341E-02  0.4360E-01 -0.1218E-01 -0.1798E-03 -0.1200E-01
  654  0.2289E+04  0.3578E-01  0.4155E-02  0.3163E-01  0.4797E-01  0.4335E-02  0.4363E-01 -0.1218E-01 -0.1798E-03 -0.1200E-01
  655  0.2293E+04  0.3580E-01  0.4149E-02  0.3165E-01  0.4799E-01  0.4329E-02  0.4366E-01 -0.1219E-01 -0.1797E-03 -0.1201E-01
  656  0.2296E+04  0.3582E-01  0.4143E-02  0.3167E-01  0.4802E-01  0.4323E-02  0.4370E-01 -0.1220E-01 -0.1796E-03 -0.1202E-01
  657  0.2300E+04  0.3583E-01  0.4137E-02  0.3170E-01  0.4805E-01  0.4317E-02  0.4373E-01 -0.1221E-01 -0.1795E-03 -0.1203E-01
  658  0.2303E+04  0.3585E-01  0.4132E-02  0.3172E-01  0.4807E-01  0.4311E-02  0.4376E-01 -0.1222E-01 -0.1795E-03 -0.1204E-01
  659  0.2307E+04  0.3587E-01  0.4126E-02  0.3174E-01  0.4810E-01  0.4305E-02  0.4379E-01 -0.1223E-01 -0.1794E-03 -0.1205E-01
  660  0.2310E+04  0.3589E-01  0.4120E-02  0.3177E-01  0.4813E-01  0.4299E-02  0.4383E-01 -0.1224E-01 -0.1793E-03 -0.1206E-01
  661  0.2314E+04  0.3591E-01  0.4114E-02  0.3179E-01  0.4815E-01  0.4293E-02  0.4386E-01 -0.1225E-01 -0.1792E-03 -0.1207E-01
  662  0.2317E+04  0.3592E-01  0.4108E-02  0.3182E-01  0.4818E-01  0.4287E-02  0.4389E-01 -0.1226E-01 -0.1792E-03 -0.1208E-01
  663  0.2321E+04  0.3594E-01  0.4102E-02  0.3184E-01  0.4821E-01  0.4281E-02  0.4392E-01 -0.1226E-01 -0.1791E-03 -0.1209E-01
  664  0.2324E+04  0.3596E-01  0.4096E-02  0.3186E-01  0.4823E-01  0.4275E-02  0.4396E-01 -0.1227E-01 -0.1790E-03 -0.1209E-01
  665  0.2328E+04  0.3598E-01  0.4091E-02  0.3189E-01  0.4826E-01  0.4270E-02  0.4399E-01 -0.1228E-01 -0.1789E-03 -0.1210E-01
  666  0.2331E+04  0.3599E-01  0.4085E-02  0.3191E-01  0.4829E-01  0.4264E-02  0.4402E-01 -0.1229E-01 -0.1789E-03 -0.1211E-01
  667  0.2335E+04  0.3601E-01  0.4079E-02  0.3193E-01  0.4831E-01  0.4258E-02  0.4405E-01 -0.1230E-01 -0.1788E-03 -0.1212E-01
  668  0.2338E+04  0.3603E-01  0.4073E-02  0.3196E-01  0.4834E-01  0.4252E-02  0.4409E-01 -0.1231E-01 -0.1787E-03 -0.1213E-01
  669  0.2342E+04  0.3605E-01  0.4068E-02  0.3198E-01  0.4837E-01  0.4246E-02  0.4412E-01 -0.1232E-01 -0.1786E-03 -0.1214E-01
  670  0.2345E+04  0.3607E-01  0.4062E-02  0.3200E-01  0.4839E-01  0.4241E-02  0.4415E-01 -0.1233E-01 -0.1786E-03 -0.1215E-01
  671  0.2349E+04  0.3608E-01  0.4056E-02  0.3203E-01  0.4842E-01  0.4235E-02  0.4418E-01 -0.1234E-01 -0.1785E-03 -0.1216E-01
  672  0.2352E+04  0.3610E-01  0.4051E-02  0.3205E-01  0.4845E-01  0.4229E-02  0.4422E-01 -0.1234E-01 -0.1784E-03 -0.1217E-01
  673  0.2356E+04  0.3612E-01  0.4045E-02  0.3207E-01  0.4847E-01  0.4223E-02  0.4425E-01 -0.1235E-01 -0.1783E-03 -0.1217E-01
  674  0.2359E+04  0.3614E-01  0.4039E-02  0.3210E-01  0.4850E-01  0.4218E-02  0.4428E-01 -0.1236E-01 -0.1782E-03 -0.1218E-01
  675  0.2363E+04  0.3615E-01  0.4034E-02  0.3212E-01  0.4852E-01  0.4212E-02  0.4431E-01 -0.1237E-01 -0.1782E-03 -0.1219E-01
  676  0.2366E+04  0.3617E-01  0.4028E-02  0.3214E-01  0.4855E-01  0.4206E-02  0.4434E-01 -0.1238E-01 -0.1781E-03 -0.1220E-01
  677  0.2370E+04  0.3619E-01  0.4023E-02  0.3217E-01  0.4858E-01  0.4201E-02  0.4438E-01 -0.1239E-01 -0.1780E-03 -0.1221E-01
  678  0.2373E+04  0.3621E-01  0.4017E-02  0.3219E-01  0.4860E-01  0.4195E-02  0.4441E-01 -0.1240E-01 -0.1779E-03 -0.1222E-01
  679  0.2377E+04  0.3623E-01  0.4011E-02  0.3221E-01  0.4863E-01  0.4189E-02  0.4444E-01 -0.1241E-01 -0.1779E-03 -0.1223E-01
  680  0.2380E+04  0.3624E-01  0.4006E-02  0.3224E-01  0.4866E-01  0.4184E-02  0.4447E-01 -0.1241E-01 -0.1778E-03 -0.1224E-01
  681  0.2384E+04  0.3626E-01  0.4000E-02  0.3226E-01  0.4868E-01  0.4178E-02  0.4451E-01 -0.1242E-01 -0.1777E-03 -0.1225E-01
  682  0.2387E+04  0.3628E-01  0.3995E-02  0.3228E-01  0.4871E-01  0.4173E-02  0.4454E-01 -0.1243E-01 -0.1776E-03 -0.1225E-01
  683  0.2391E+04  0.3630E-01  0.3989E-02  0.3231E-01  0.4874E-01  0.4167E-02  0.4457E-01 -0.1244E-01 -0.1776E-03 -0.1226E-01
  684  0.2394E+04  0.3631E-01  0.3984E-02  0.3233E-01  0.4876E-01  0.4161E-02  0.4460E-01 -0.1245E-01 -0.1775E-03 -0.1227E-01
  685  0.2398E+04  0.3633E-01  0.3978E-02  0.3235E-01  0.4879E-01  0.4156E-02  0.4463E-01 -0.1246E-01 -0.1774E-03 -0.1228E-01
  686  0.2401E+04  0.3635E-01  0.3973E-02  0.3238E-01  0.4882E-01  0.4150E-02  0.4467E-01 -0.1247E-01 -0.1773E-03 -0.1229E-01
  687  0.2405E+04  0.3637E-01  0.3968E-02  0.3240E-01  0.4884E-01  0.4145E-02  0.4470E-01 -0.1248E-01 -0.1773E-03 -0.1230E-01
  688  0.2408E+04  0.3638E-01  0.3962E-02  0.3242E-01  0.4887E-01  0.4139E-02  0.4473E-01 -0.1248E-01 -0.1772E-03 -0.1231E-01
  689  0.2412E+04  0.3640E-01  0.3957E-02  0.3245E-01  0.4889E-01  0.4134E-02  0.4476E-01 -0.1249E-01 -0.1771E-03 -0.1232E-01
  690  0.2415E+04  0.3642E-01  0.3951E-02  0.3247E-01  0.4892E-01  0.4128E-02  0.4479E-01 -0.1250E-01 -0.1770E-03 -0.1232E-01
  691  0.2419E+04  0.3644E-01  0.3946E-02  0.3249E-01  0.4895E-01  0.4123E-02  0.4482E-01 -0.1251E-01 -0.1770E-03 -0.1233E-01
  692  0.2422E+04  0.3646E-01  0.3941E-02  0.3251E-01  0.4897E-01  0.4118E-02  0.4486E-01 -0.1252E-01 -0.1769E-03 -0.1234E-01
  693  0.2426E+04  0.3647E-01  0.3935E-02  0.3254E-01  0.4900E-01  0.4112E-02  0.4489E-01 -0.1253E-01 -0.1768E-03 -0.1235E-01
  694  0.2429E+04  0.3649E-01  0.3930E-02  0.3256E-01  0.4903E-01  0.4107E-02  0.4492E-01 -0.1254E-01 -0.1767E-03 -0.1236E-01
  695  0.2433E+04  0.3651E-01  0.3925E-02  0.3258E-01  0.4905E-01  0.4101E-02  0.4495E-01 -0.1254E-01 -0.1767E-03 -0.1237E-01
  696  0.2436E+04  0.3653E-01  0.3919E-02  0.3261E-01  0.4908E-01  0.4096E-02  0.4498E-01 -0.1255E-01 -0.1766E-03 -0.1238E-01
  697  0.2440E+04  0.3654E-01  0.3914E-02  0.3263E-01  0.4911E-01  0.4091E-02  0.4502E-01 -0.1256E-01 -0.1765E-03 -0.1239E-01
  698  0.2443E+04  0.3656E-01  0.3909E-02  0.3265E-01  0.4913E-01  0.4085E-02  0.4505E-01 -0.1257E-01 -0.1764E-03 -0.1239E-01
  699  0.2447E+04  0.3658E-01  0.3904E-02  0.3268E-01  0.4916E-01  0.4080E-02  0.4508E-01 -0.1258E-01 -0.1764E-03 -0.1240E-01
  700  0.2450E+04  0.3660E-01  0.3898E-02  0.3270E-01  0.4918E-01  0.4075E-02  0.4511E-01 -0.1259E-01 -0.1763E-03 -0.1241E-01
  701  0.2454E+04  0.3661E-01  0.3893E-02  0.3272E-01  0.4921E-01  0.4069E-02  0.4514E-01 -0.1260E-01 -0.1762E-03 -0.1242E-01
  702  0.2457E+04  0.3663E-01  0.3888E-02  0.3274E-01  0.4924E-01  0.4064E-02  0.4517E-01 -0.1260E-01 -0.1761E-03 -0.1243E-01
  703  0.2461E+04  0.3665E-01  0.3883E-02  0.3277E-01  0.4926E-01  0.4059E-02  0.4520E-01 -0.1261E-01 -0.1761E-03 -0.1244E-01
  704  0.2464E+04  0.3667E-01  0.3877E-02  0.3279E-01  0.4929E-01  0.4053E-02  0.4524E-01 -0.1262E-01 -0.1760E-03 -0.1245E-01
  705  0.2468E+04  0.3668E-01  0.3872E-02  0.3281E-01  0.4932E-01  0.4048E-02  0.4527E-01 -0.1263E-01 -0.1759E-03 -0.1245E-01
  706  0.2471E+04  0.3670E-01  0.3867E-02  0.3284E-01  0.4934E-01  0.4043E-02  0.4530E-01 -0.1264E-01 -0.1758E-03 -0.1246E-01
  707  0.2475E+04  0.3672E-01  0.3862E-02  0.3286E-01  0.4937E-01  0.4038E-02  0.4533E-01 -0.1265E-01 -0.1758E-03 -0.1247E-01
  708  0.2478E+04  0.3674E-01  0.3857E-02  0.3288E-01  0.4939E-01  0.4033E-02  0.4536E-01 -0.1266E-01 -0.1757E-03 -0.1248E-01
  709  0.2482E+04  0.3676E-01  0.3852E-02  0.3290E-01  0.4942E-01  0.4027E-02  0.4539E-01 -0.1266E-01 -0.1756E-03 -0.1249E-01
  710  0.2485E+04  0.3677E-01  0.3847E-02  0.3293E-01  0.4945E-01  0.4022E-02  0.4542E-01 -0.1267E-01 -0.1756E-03 -0.1250E-01
  711  0.2489E+04  0.3679E-01  0.3842E-02  0.3295E-01  0.4947E-01  0.4017E-02  0.4546E-01 -0.1268E-01 -0.1755E-03 -0.1251E-01
  712  0.2492E+04  0.3681E-01  0.3837E-02  0.3297E-01  0.4950E-01  0.4012E-02  0.4549E-01 -0.1269E-01 -0.1754E-03 -0.1252E-01
  713  0.2496E+04  0.3683E-01  0.3831E-02  0.3299E-01  0.4952E-01  0.4007E-02  0.4552E-01 -0.1270E-01 -0.1753E-03 -0.1252E-01
  714  0.2499E+04  0.3684E-01  0.3826E-02  0.3302E-01  0.4955E-01  0.4002E-02  0.4555E-01 -0.1271E-01 -0.1753E-03 -0.1253E-01
  715  0.2503E+04  0.3686E-01  0.3821E-02  0.3304E-01  0.4958E-01  0.3997E-02  0.4558E-01 -0.1272E-01 -0.1752E-03 -0.1254E-01
  716  0.2506E+04  0.3688E-01  0.3816E-02  0.3306E-01  0.4960E-01  0.3991E-02  0.4561E-01 -0.1272E-01 -0.1751E-03 -0.1255E-01
  717  0.2510E+04  0.3690E-01  0.3811E-02  0.3308E-01  0.4963E-01  0.3986E-02  0.4564E-01 -0.1273E-01 -0.1750E-03 -0.1256E-01
  718  0.2513E+04  0.3691E-01  0.3806E-02  0.3311E-01  0.4966E-01  0.3981E-02  0.4567E-01 -0.1274E-01 -0.1750E-03 -0.1257E-01
  719  0.2517E+04  0.3693E-01  0.3801E-02  0.3313E-01  0.4968E-01  0.3976E-02  0.4571E-01 -0.1275E-01 -0.1749E-03 -0.1258E-01
  720  0.2520E+04  0.3695E-01  0.3796E-02  0.3315E-01  0.4971E-01  0.3971E-02  0.4574E-01 -0.1276E-01 -0.1748E-03 -0.1258E-01
  721  0.2524E+04  0.3697E-01  0.3791E-02  0.3318E-01  0.4973E-01  0.3966E-02  0.4577E-01 -0.1277E-01 -0.1747E-03 -0.1259E-01
  722  0.2527E+04  0.3698E-01  0.3787E-02  0.3320E-01  0.4976E-01  0.3961E-02  0.4580E-01 -0.1278E-01 -0.1747E-03 -0.1260E-01
  723  0.2531E+04  0.3700E-01  0.3782E-02  0.3322E-01  0.4979E-01  0.3956E-02  0.4583E-01 -0.1278E-01 -0.1746E-03 -0.1261E-01
  724  0.2534E+04  0.3702E-01  0.3777E-02  0.3324E-01  0.4981E-01  0.3951E-02  0.4586E-01 -0.1279E-01 -0.1745E-03 -0.1262E-01
  725  0.2538E+04  0.3704E-01  0.3772E-02  0.3327E-01  0.4984E-01  0.3946E-02  0.4589E-01 -0.1280E-01 -0.1744E-03 -0.1263E-01
  726  0.2541E+04  0.3705E-01  0.3767E-02  0.3329E-01  0.4986E-01  0.3941E-02  0.4592E-01 -0.1281E-01 -0.1744E-03 -0.1263E-01
  727  0.2545E+04  0.3707E-01  0.3762E-02  0.3331E-01  0.4989E-01  0.3936E-02  0.4595E-01 -0.1282E-01 -0.1743E-03 -0.1264E-01
  728  0.2548E+04  0.3709E-01  0.3757E-02  0.3333E-01  0.4992E-01  0.3931E-02  0.4598E-01 -0.1283E-01 -0.1742E-03 -0.1265E-01
  729  0.2552E+04  0.3711E-01  0.3752E-02  0.3335E-01  0.4994E-01  0.3927E-02  0.4602E-01 -0.1283E-01 -0.1742E-03 -0.1266E-01
  730  0.2555E+04  0.3712E-01  0.3748E-02  0.3338E-01  0.4997E-01  0.3922E-02  0.4605E-01 -0.1284E-01 -0.1741E-03 -0.1267E-01
  731  0.2559E+04  0.3714E-01  0.3743E-02  0.3340E-01  0.4999E-01  0.3917E-02  0.4608E-01 -0.1285E-01 -0.1740E-03 -0.1268E-01
  732  0.2562E+04  0.3716E-01  0.3738E-02  0.3342E-01  0.5002E-01  0.3912E-02  0.4611E-01 -0.1286E-01 -0.1739E-03 -0.1269E-01
  733  0.2566E+04  0.3718E-01  0.3733E-02  0.3344E-01  0.5005E-01  0.3907E-02  0.4614E-01 -0.1287E-01 -0.1739E-03 -0.1269E-01
  734  0.2569E+04  0.3719E-01  0.3728E-02  0.3347E-01  0.5007E-01  0.3902E-02  0.4617E-01 -0.1288E-01 -0.1738E-03 -0.1270E-01
  735  0.2573E+04  0.3721E-01  0.3724E-02  0.3349E-01  0.5010E-01  0.3897E-02  0.4620E-01 -0.1288E-01 -0.1737E-03 -0.1271E-01
  736  0.2576E+04  0.3723E-01  0.3719E-02  0.3351E-01  0.5012E-01  0.3892E-02  0.4623E-01 -0.1289E-01 -0.1736E-03 -0.1272E-01
  737  0.2580E+04  0.3725E-01  0.3714E-02  0.3353E-01  0.5015E-01  0.3888E-02  0.4626E-01 -0.1290E-01 -0.1736E-03 -0.1273E-01
  738  0.2583E+04  0.3726E-01  0.3709E-02  0.3356E-01  0.5017E-01  0.3883E-02  0.4629E-01 -0.1291E-01 -0.1735E-03 -0.1274E-01
  739  0.2587E+04  0.3728E-01  0.3705E-02  0.3358E-01  0.5020E-01  0.3878E-02  0.4632E-01 -0.1292E-01 -0.1734E-03 -0.1275E-01
  740  0.2590E+04  0.3730E-01  0.3700E-02  0.3360E-01  0.5023E-01  0.3873E-02  0.4635E-01 -0.1293E-01 -0.1733E-03 -0.1275E-01
  741  0.2594E+04  0.3732E-01  0.3695E-02  0.3362E-01  0.5025E-01  0.3868E-02  0.4638E-01 -0.1294E-01 -0.1733E-03 -0.1276E-01
  742  0.2597E+04  0.3733E-01  0.3691E-02  0.3364E-01  0.5028E-01  0.3864E-02  0.4641E-01 -0.1294E-01 -0.1732E-03 -0.1277E-01
  743  0.2601E+04  0.3735E-01  0.3686E-02  0.3367E-01  0.5030E-01  0.3859E-02  0.4644E-01 -0.1295E-01 -0.1731E-03 -0.1278E-01
  744  0.2604E+04  0.3737E-01  0.3681E-02  0.3369E-01  0.5033E-01  0.3854E-02  0.4648E-01 -0.1296E-01 -0.1731E-03 -0.1279E-01
  745  0.2608E+04  0.3739E-01  0.3677E-02  0.3371E-01  0.5036E-01  0.3850E-02  0.4651E-01 -0.1297E-01 -0.1730E-03 -0.1280E-01
  746  0.2611E+04  0.3740E-01  0.3672E-02  0.3373E-01  0.5038E-01  0.3845E-02  0.4654E-01 -0.1298E-01 -0.1729E-03 -0.1280E-01
  747  0.2615E+04  0.3742E-01  0.3667E-02  0.3375E-01  0.5041E-01  0.3840E-02  0.4657E-01 -0.1299E-01 -0.1728E-03 -0.1281E-01
  748  0.2618E+04  0.3744E-01  0.3663E-02  0.3378E-01  0.5043E-01  0.3835E-02  0.4660E-01 -0.1299E-01 -0.1728E-03 -0.1282E-01
